Row-names,Symbol,logFC,adj-P-Val,data
RP11-679C8.2,NA,-0.107309365,1, 
RP11-67A1.2,NA,0,1, 
RP11-67H2.1,NA,0,1, 
RP11-67H24.2,NA,0,1, 
RP11-67M1.1,NA,0.833932443,0.305271642, 
RP11-67P15.1,NA,0.055598105,0.989236758, 
RP11-680E19.1,NA,-0.161808942,0.925357155, 
RP11-680E19.2,NA,0,1, 
RP11-680F20.6,NA,0.397392751,0.970893368, 
RP11-680F20.9,NA,-0.483553803,0.79989762, 
RP11-680F8.1,NA,-3.387673541,0.100123441, 
RP11-680G10.1,NA,-0.074130807,0.957099368, 
RP11-683L23.1,NA,-0.829904729,0.781128301, 
RP11-683L23.2,NA,-1.087678135,0.730831541, 
RP11-685A21.1,NA,0,1, 
RP11-685M7.3,NA,-0.045834508,1, 
RP11-685M7.5,NA,-0.118276276,0.889261769, 
RP11-685N10.1,NA,-0.133512643,0.863341744, 
RP11-686D22.5,NA,0.055598105,0.989236758, 
RP11-686D22.8,NA,1.676088533,0.5028364, 
RP11-686F15.3,NA,-0.965148846,0.78113377, 
RP11-686G8.2,NA,0.142210709,0.878104496, 
RP11-687D19.1,NA,-0.459503874,0.666382568, 
RP11-687M24.4,NA,0,1, 
RP11-687M24.5,NA,-1.643684215,0.257838261, 
RP11-688G15.3,NA,0,1, 
RP11-689B22.2,NA,-0.761582549,0.76826046, 
RP11-689P11.2,NA,-2.259212568,0.388789847, 
RP11-68D16.2,NA,0,1, 
RP11-68I3.4,NA,-0.119965315,0.880075147, 
RP11-68L18.1,NA,0,1, 
RP11-690C23.2,NA,-0.282665636,0.749945689, 
RP11-690C23.5,NA,0,1, 
RP11-691H4.4,NA,-0.610625747,0.657202052, 
RP11-692D12.1,NA,-0.20764345,0.777227934, 
RP11-693J15.5,NA,0.551824075,0.895255548, 
RP11-693N9.2,NA,0.235425226,1, 
RP11-694I15.7,NA,-0.146938397,1, 
RP11-696D21.2,NA,-0.462576718,0.666263212, 
RP11-696N14.1,NA,1.231711896,0.43752259, 
RP11-697B24.1,NA,-0.530985097,0.665091733, 
RP11-697E2.6,NA,0.176954812,0.884109066, 
RP11-697E22.2,NA,-0.138345833,1, 
RP11-697H9.3,NA,0,1, 
RP11-699L21.1,NA,-0.138345833,0.863030387, 
RP11-69C17.3,NA,0,1, 
RP11-69C17.4,NA,-0.269118307,0.665598599, 
RP11-69E11.4,NA,-0.5362006,0.777510118, 
RP11-69G7.1,NA,0,1, 
RP11-69H14.6,NA,0,1, 
RP11-69H7.2,NA,-0.447012306,0.912675977, 
RP11-69I8.2,NA,-0.425209227,0.935788299, 
RP11-69I8.3,NA,0.060651191,1, 
RP11-69L16.4,NA,0,1, 
RP11-69M1.3,NA,0.281633101,0.794370622, 
RP11-6D1.3,NA,-0.1949875,0.837339047, 
RP11-6E9.4,NA,0.215323432,0.822856632, 
RP11-6I2.3,NA,0.303012619,0.789124869, 
RP11-6I2.4,NA,0.099222538,0.921816666, 
RP11-6J24.6,NA,1.856864268,0.270747494, 
RP11-6L6.2,NA,-0.255178249,0.748895651, 
RP11-6L6.7,NA,-0.295841757,0.929532958, 
RP11-6N17.1,NA,-0.831614085,0.511639293, 
RP11-6N17.4,NA,-1.48017006,0.510505937, 
RP11-6N17.9,NA,0,1, 
RP11-6O2.3,NA,0,1, 
RP11-700E23.2,NA,0,1, 
RP11-700H6.1,NA,-0.005111086,1, 
RP11-700H6.2,NA,-1.354087985,0.674616274, 
RP11-700H6.4,NA,0,1, 
RP11-700P18.1,NA,-0.289193855,0.781014782, 
RP11-701B16.2,NA,-0.198829761,0.99039518, 
RP11-701H24.10,NA,0.277479423,0.748895651, 
RP11-701I24.1,NA,-0.016944644,1, 
RP11-701I24.3,NA,-0.060190748,0.981468455, 
RP11-701P16.5,NA,-0.732592705,0.701905889, 
RP11-702B10.2,NA,0.020659767,1, 
RP11-702C7.2,NA,0,1, 
RP11-702F3.3,NA,0,1, 
RP11-702L6.4,NA,-0.389975,0.933893916, 
RP11-703G6.1,NA,0.070733491,0.971780028, 
RP11-703H8.7,NA,0,1, 
RP11-703I16.1,NA,0.6693614,0.818843067, 
RP11-703M24.5,NA,0,1, 
RP11-704C2.1,NA,-0.264516374,0.900394528, 
RP11-704M14.1,NA,-0.54718201,0.660826226, 
RP11-705C15.2,NA,1.494247997,0.431243851, 
RP11-705C15.3,NA,1.191807808,0.763968484, 
RP11-705C15.5,NA,0.0623824,1, 
RP11-706C16.7,NA,-0.220988337,0.993185492, 
RP11-706D8.3,NA,0,1, 
RP11-706O15.1,NA,0.56387381,0.970893368, 
RP11-706O15.3,NA,0.253240826,1, 
RP11-706O15.5,NA,-0.184049639,0.96912905, 
RP11-706O15.7,NA,0.386725732,0.850985314, 
RP11-707A18.1,NA,-0.282665636,0.730831541, 
RP11-707G14.1,NA,1.069659686,0.460088686, 
RP11-707G14.7,NA,0.225569171,0.888500574, 
RP11-707M1.1,NA,-0.644104398,0.892105808, 
RP11-707P17.2,NA,0.631517203,0.608555413, 
RP11-708B6.2,NA,-0.23965015,1, 
RP11-709A23.2,NA,-0.133512643,0.863341744, 
RP11-709D24.6,NA,-0.161808942,0.823392183, 
RP11-70C1.1,NA,-0.763171919,0.770464741, 
RP11-70C1.3,NA,0,1, 
RP11-70F11.11,NA,-2.122238606,0.060494472, 
RP11-70F11.7,NA,0.108239852,1, 
RP11-70F11.8,NA,-2.800421579,0.235217245, 
RP11-70J12.1,NA,0.055598105,0.998239301, 
RP11-70P17.1,NA,0.029923195,1, 
RP11-710F7.3,NA,0,1, 
RP11-711C17.2,NA,0,1, 
RP11-711M9.1,NA,-1.049016121,0.666088684, 
RP11-712B9.2,NA,-0.415669881,0.871741122, 
RP11-712C7.1,NA,-0.516830094,0.400167553, 
RP11-713C19.2,NA,0.474576277,0.938667168, 
RP11-713M15.1,NA,-0.161808942,0.862227454, 
RP11-713N11.4,NA,0.184241399,0.841080462, 
RP11-713P17.3,NA,-3.461205888,0.028068585, 
RP11-713P17.4,NA,0,1, 
RP11-713P17.5,NA,0,1, 
RP11-715G15.1,NA,-0.138345833,0.856125253, 
RP11-715J22.4,NA,-0.798963384,0.642377886, 
RP11-716O23.2,NA,0,1, 
RP11-717D12.1,NA,0,1, 
RP11-717H13.1,NA,1.010466494,0.560183858, 
RP11-718B12.2,NA,-0.220988337,0.768185457, 
RP11-718G2.5,NA,0,1, 
RP11-71E19.1,NA,0,1, 
RP11-71E19.5,NA,-1.177438986,0.318649811, 
RP11-71G12.1,NA,-1.007885401,0.683623896, 
RP11-71N10.1,NA,0.075640692,1, 
RP11-722P11.4,NA,0,1, 
RP11-723O4.2,NA,-2.910986201,0.193234814, 
RP11-723O4.6,NA,0,1, 
RP11-723P16.3,NA,0.070733491,0.968270412, 
RP11-725D20.1,NA,-0.074130807,0.962643753, 
RP11-725G5.2,NA,-0.73561719,0.787923558, 
RP11-725G5.3,NA,0.060714131,0.982528881, 
RP11-726G1.1,NA,0.709590872,0.796990298, 
RP11-727A23.10,NA,-1.623495252,0.531909715, 
RP11-727A23.4,NA,-0.080952174,0.946040182, 
RP11-727A23.5,NA,1.193526155,0.342612302, 
RP11-727F15.9,NA,0.825030931,0.800159247, 
RP11-728E14.2,NA,-0.900210444,0.53247945, 
RP11-728F11.4,NA,-0.107309365,0.917411976, 
RP11-728G15.1,NA,-0.1949875,0.990929572, 
RP11-728K20.1,NA,0.361495006,0.946040182, 
RP11-728K20.2,NA,-0.304508288,1, 
RP11-729I10.2,NA,0,1, 
RP11-729L2.2,NA,0.180616506,0.842482412, 
RP11-72I8.1,NA,-0.045834508,1, 
RP11-730K11.1,NA,-0.823735717,0.80089142, 
RP11-731D1.4,NA,-0.55768461,0.799418568, 
RP11-731F5.1,NA,0.096379402,1, 
RP11-731F5.2,NA,0.174573862,1, 
RP11-732A19.2,NA,0.622428546,0.760837984, 
RP11-732A19.9,NA,-0.220988337,0.768185457, 
RP11-732M18.3,NA,0.227580111,1, 
RP11-733O18.1,NA,0.587872623,0.922342611, 
RP11-734I18.1,NA,1.051440058,0.636432957, 
RP11-734K2.4,NA,0.450634477,0.6468765, 
RP11-734K21.2,NA,0,1, 
RP11-734K21.3,NA,0,1, 
RP11-736E3.1,NA,0,1, 
RP11-736I10.2,NA,0.234649864,0.813832041, 
RP11-736K20.5,NA,0.034375881,1, 
RP11-736N17.8,NA,0,1, 
RP11-737O24.2,NA,0.094627906,1, 
RP11-738B7.1,NA,0,1, 
RP11-738G5.1,NA,0.039799649,1, 
RP11-738O11.9,NA,-0.581387032,0.652198811, 
RP11-739L10.1,NA,-0.440642698,0.790129007, 
RP11-739N10.1,NA,0.243938113,0.80893093, 
RP11-73B8.1,NA,-0.063011275,0.976986126, 
RP11-73G16.1,NA,0.584070847,0.762926109, 
RP11-73G16.2,NA,-0.500833447,0.661587631, 
RP11-73G16.3,NA,0,1, 
RP11-73M18.2,NA,-1.63498951,0.460843972, 
RP11-73M7.1,NA,0,1, 
RP11-73O6.3,NA,0.692747495,0.829064738, 
RP11-740C1.2,NA,-2.833892894,0.072059293, 
RP11-740P5.2,NA,-1.368104453,0.639165411, 
RP11-742D12.2,NA,0,1, 
RP11-744H18.1,NA,0.282595449,0.981468455, 
RP11-744K17.9,NA,-2.092393617,0.08669602, 
RP11-744N12.3,NA,0.35953714,0.935193487, 
RP11-745O10.2,NA,0,1, 
RP11-746B8.1,NA,0,1, 
RP11-746M1.1,NA,0.32433862,0.688813432, 
RP11-747D18.1,NA,-0.074130807,0.957099368, 
RP11-747I9.1,NA,-0.976912446,0.7336955, 
RP11-748L13.2,NA,0,1, 
RP11-749H20.1,NA,-0.074130807,0.957099368, 
RP11-74D7.1,NA,-0.161808942,0.823392183, 
RP11-74E22.3,NA,-0.920664796,0.677708038, 
RP11-74E22.4,NA,-1.344579207,0.619149907, 
RP11-74E22.6,NA,0.210364396,0.82120048, 
RP11-74M13.4,NA,0,1, 
RP11-750H9.5,NA,-0.272191512,0.932849434, 
RP11-750H9.7,NA,0.039799649,1, 
RP11-752G15.6,NA,-0.078356873,1, 
RP11-752G15.8,NA,-0.161808942,0.987340834, 
RP11-752G15.9,NA,-0.121611836,1, 
RP11-752L20.5,NA,-0.265778895,0.923977936, 
RP11-753B14.1,NA,0,1, 
RP11-753B7.2,NA,-0.074130807,0.957099368, 
RP11-753H16.3,NA,0.246981792,0.807398947, 
RP11-755B10.3,NA,0,1, 
RP11-755B10.4,NA,-0.765893516,0.643547487, 
RP11-755F10.1,NA,0.127542742,0.998689288, 
RP11-755F10.3,NA,0,1, 
RP11-756H20.1,NA,-0.590863168,0.651678603, 
RP11-756H6.1,NA,-1.698547722,0.504620181, 
RP11-756K15.2,NA,-0.876024551,0.645395618, 
RP11-756P10.2,NA,-0.778761129,0.796888076, 
RP11-757G1.5,NA,-0.282665636,0.730831541, 
RP11-757G1.6,NA,-1.484138696,0.662385581, 
RP11-757O6.1,NA,0.030128581,1, 
RP11-758I14.2,NA,-0.095627049,0.917411976, 
RP11-758M4.1,NA,-0.300154776,0.967754629, 
RP11-75A9.3,NA,0,1, 
RP11-75L1.1,NA,-1.11363245,0.661788996, 
RP11-75L1.6,NA,0.514723422,0.766539693, 
RP11-760D2.1,NA,0,1, 
RP11-760D2.5,NA,0.187830222,0.972714184, 
RP11-760D2.7,NA,0.298521763,0.910250423, 
RP11-760L24.1,NA,0.099222538,0.921816666, 
RP11-760N9.1,NA,0.099222538,0.925593889, 
RP11-761B3.1,NA,-0.335944681,0.878162904, 
RP11-761E20.1,NA,-0.237898605,0.758400016, 
RP11-761I4.3,NA,0.102824005,0.957099368, 
RP11-762I7.5,NA,0.514744569,0.972425675, 
RP11-763B22.9,NA,-0.060190748,0.981468455, 
RP11-764K9.1,NA,-0.457384463,0.899377713, 
RP11-764K9.4,NA,0.5011108,0.930925111, 
RP11-766F14.1,NA,-0.063011275,0.976986126, 
RP11-766F14.2,NA,-2.037709151,0.479198381, 
RP11-766N7.3,NA,-0.890724623,0.518557606, 
RP11-767C1.1,NA,-0.039754926,1, 
RP11-768F21.1,NA,0.658387608,0.783190773, 
RP11-769N22.1,NA,-1.577176338,0.688951981, 
RP11-76E12.1,NA,0.008132325,1, 
RP11-76I14.1,NA,-0.181989456,0.801592737, 
RP11-76N22.2,NA,-0.072377996,1, 
RP11-770E5.1,NA,0.400172936,0.885632092, 
RP11-770G2.2,NA,-0.590863168,0.651678603, 
RP11-770J1.3,NA,0,1, 
RP11-770J1.4,NA,0.833419703,0.732493497, 
RP11-770J1.5,NA,-0.719732865,0.867636121, 
RP11-771K4.1,NA,-0.772852624,0.682729493, 
RP11-773D16.1,NA,1.05383309,0.669047862, 
RP11-774I5.1,NA,0,1, 
RP11-775A3.1,NA,0.055598105,0.989236758, 
RP11-775D22.2,NA,-0.607916454,0.667164092, 
RP11-775G23.1,NA,-1.112110334,0.638830126, 
RP11-775H9.2,NA,0,1, 
RP11-776A13.1,NA,0.047103863,1, 
RP11-776A13.3,NA,0,1, 
RP11-776H12.1,NA,1.11773695,0.464546234, 
RP11-778D9.9,NA,-0.462576718,0.666263212, 
RP11-778J15.1,NA,-0.161808942,0.823392183, 
RP11-779O18.1,NA,-1.063345116,0.703453162, 
RP11-779O18.3,NA,-0.018532702,1, 
RP11-77A13.1,NA,0,1, 
RP11-77H9.2,NA,0.099222538,1, 
RP11-77H9.8,NA,-0.250440296,0.750493244, 
RP11-77I22.2,NA,-0.295841757,0.975031683, 
RP11-77K12.1,NA,-0.585961393,0.788152554, 
RP11-77K12.4,NA,-0.138345833,0.921816666, 
RP11-77K12.5,NA,0,1, 
RP11-77K12.8,NA,0.184241399,0.841080462, 
RP11-77P16.4,NA,-2.271900997,0.098155772, 
RP11-77P6.2,NA,-1.260569942,0.636432957, 
RP11-782C8.1,NA,0.725705988,0.736804227, 
RP11-782C8.2,NA,-1.035017143,0.275315693, 
RP11-782C8.4,NA,-1.384494965,0.63495068, 
RP11-782C8.5,NA,0.485672787,0.937684423, 
RP11-782C8.8,NA,-0.119965315,0.880075147, 
RP11-783K16.10,NA,-1.994016721,0.163749261, 
RP11-783K16.13,NA,0,1, 
RP11-783K16.14,NA,0,1, 
RP11-783L4.1,NA,0,1, 
RP11-787P24.4,NA,-0.869603081,0.675219158, 
RP11-789C1.2,NA,-0.249487078,0.751053622, 
RP11-78B10.2,NA,-0.20555712,0.778951949, 
RP11-78C3.1,NA,0,1, 
RP11-78H24.1,NA,0,1, 
RP11-78O7.2,NA,-0.032339262,1, 
RP11-790J24.1,NA,0,1, 
RP11-791G16.5,NA,0.230584706,0.712820404, 
RP11-791O21.5,NA,-1.137593842,0.724488582, 
RP11-793H13.10,NA,-0.415487735,0.963957022, 
RP11-793H13.8,NA,0.217943097,1, 
RP11-794A8.1,NA,0.201838731,0.828858984, 
RP11-794M8.1,NA,-0.578507392,0.833425862, 
RP11-794P6.1,NA,0.034375881,1, 
RP11-794P6.2,NA,-0.417660247,0.772517327, 
RP11-794P6.6,NA,0.146240625,1, 
RP11-795A2.2,NA,-1.735269846,0.537934421, 
RP11-795A2.3,NA,-1.035337746,0.710493169, 
RP11-795F19.5,NA,-0.074130807,1, 
RP11-796E2.4,NA,-1.537572942,0.542634674, 
RP11-796G6.2,NA,-0.578895681,0.832301957, 
RP11-796I2.1,NA,0.461999227,0.768185457, 
RP11-797A18.3,NA,-0.074130807,0.957099368, 
RP11-797H7.3,NA,-2.337929923,0.070990052, 
RP11-798G7.5,NA,0.065758601,0.975622421, 
RP11-798G7.6,NA,-0.428696586,0.763422189, 
RP11-798G7.7,NA,0.270448523,0.799418568, 
RP11-798K23.1,NA,-0.21394438,0.900394528, 
RP11-798K23.3,NA,-1.168080478,0.602734967, 
RP11-798K23.4,NA,-0.317030133,0.985047575, 
RP11-798K3.2,NA,0,1, 
RP11-798K3.3,NA,-0.684872326,0.699518032, 
RP11-798L4.1,NA,-0.16863031,0.826956743, 
RP11-798M19.6,NA,0.135104555,1, 
RP11-799D4.4,NA,-0.914669053,0.78999526, 
RP11-799P8.1,NA,-1.401077274,0.625606335, 
RP11-79L9.2,NA,-0.117179342,0.978147985, 
RP11-79P5.3,NA,-0.856280945,0.756723878, 
RP11-79P5.7,NA,-1.247818823,0.447851527, 
RP11-7F17.3,NA,0.034375881,1, 
RP11-7F17.4,NA,-0.379167841,0.684518091, 
RP11-7F17.7,NA,0,1, 
RP11-7G23.5,NA,-0.1949875,0.929562319, 
RP11-7M8.2,NA,0,1, 
RP11-7O11.3,NA,0.246981792,0.965443359, 
RP11-800A3.3,NA,-0.119965315,1, 
RP11-800A3.7,NA,-0.99842369,0.730831541, 
RP11-802E16.3,NA,-2.579695135,0.04607957, 
RP11-802F5.1,NA,0,1, 
RP11-803B1.2,NA,0,1, 
RP11-803B1.8,NA,-0.074130807,0.96626315, 
RP11-804A23.1,NA,-0.379167841,0.684518091, 
RP11-804H8.6,NA,0,1, 
RP11-805F19.2,NA,0.264723422,0.80089142, 
RP11-805F19.4,NA,-0.906029195,0.840640354, 
RP11-805I24.1,NA,-2.334007976,0.519035239, 
RP11-805I24.3,NA,0,1, 
RP11-805L22.3,NA,0,1, 
RP11-806H10.4,NA,0.221881318,0.981468455, 
RP11-806J6.1,NA,-0.356796443,0.962643753, 
RP11-807H22.5,NA,-1.062249014,0.508788868, 
RP11-807H7.1,NA,0,1, 
RP11-809C18.3,NA,-0.161808942,0.823392183, 
RP11-809C9.2,NA,0.388596046,0.95996482, 
RP11-809O17.1,NA,0.272054248,0.699136727, 
RP11-80F22.13,NA,-0.462576718,0.89094774, 
RP11-80F22.14,NA,-0.379167841,0.684518091, 
RP11-80F22.9,NA,-0.16863031,0.989789092, 
RP11-80H8.4,NA,-0.553813177,0.674790127, 
RP11-80K21.3,NA,0.224271187,0.918200648, 
RP11-810H18.1,NA,0,1, 
RP11-810P12.5,NA,-0.074130807,1, 
RP11-811P12.3,NA,-0.282665636,0.730831541, 
RP11-812E19.12,NA,0,1, 
RP11-812E19.14,NA,0,1, 
RP11-812E19.3,NA,0,1, 
RP11-813I20.2,NA,-0.282665636,0.730831541, 
RP11-813N20.1,NA,-0.574038768,0.758555215, 
RP11-814E24.1,NA,0.014995245,1, 
RP11-814P5.1,NA,-0.687834314,0.806215662, 
RP11-815J21.2,NA,0.816477979,0.653347311, 
RP11-815J4.7,NA,0.116900493,1, 
RP11-816J6.3,NA,0.075640692,0.960962627, 
RP11-817J15.3,NA,-0.559357302,0.699830094, 
RP11-817O13.6,NA,-0.113678973,0.918927594, 
RP11-818C3.1,NA,-0.51532279,0.730831541, 
RP11-81A1.8,NA,-0.576578008,0.652198811, 
RP11-81A22.5,NA,-2.113342969,0.407255447, 
RP11-81H14.2,NA,1.457922347,0.388778198, 
RP11-81H3.2,NA,-0.43678004,0.823392183, 
RP11-81K13.1,NA,0,1, 
RP11-81M19.3,NA,-1.54843099,0.717281253, 
RP11-81N13.1,NA,-0.723383765,0.836638243, 
RP11-820L6.1,NA,-0.707888679,0.538474319, 
RP11-822E23.7,NA,0,1, 
RP11-824M15.3,NA,0,1, 
RP11-829H16.3,NA,0.17658659,0.817523665, 
RP11-82L18.2,NA,0,1, 
RP11-82L2.1,NA,0,1, 
RP11-82L7.4,NA,0,1, 
RP11-830F9.5,NA,0,1, 
RP11-831A10.2,NA,-0.644104398,0.871074539, 
RP11-831H9.11,NA,0.089973986,0.937329323, 
RP11-834C11.3,NA,-0.687834314,0.753917125, 
RP11-834C11.4,NA,0.196243549,1, 
RP11-834C11.5,NA,-0.038492406,1, 
RP11-834C11.7,NA,0,1, 
RP11-835E18.5,NA,0,1, 
RP11-839D17.3,NA,-0.797973176,0.536132061, 
RP11-83A24.2,NA,0.564757313,0.557914811, 
RP11-83C7.2,NA,-0.074130807,0.998689288, 
RP11-83J21.3,NA,-0.365870266,0.688951981, 
RP11-83N9.5,NA,-0.665423512,0.783190773, 
RP11-843B15.2,NA,0,1, 
RP11-844P9.2,NA,-0.308167973,0.98371481, 
RP11-845M18.7,NA,-0.161808942,0.900401468, 
RP11-846F4.12,NA,0.328462417,0.747640827, 
RP11-847H18.3,NA,-1.125399252,0.703663924, 
RP11-848G14.2,NA,0.847860878,0.828525519, 
RP11-848G14.5,NA,-0.388690892,0.664165433, 
RP11-848P1.3,NA,0.286056923,0.743188835, 
RP11-848P1.4,NA,-0.644104398,0.664976178, 
RP11-848P1.5,NA,-0.1949875,0.788504015, 
RP11-848P1.9,NA,-0.32283293,0.916319439, 
RP11-849F2.5,NA,0.342812268,0.749333078, 
RP11-849F2.7,NA,-0.795517127,0.789124869, 
RP11-849H4.2,NA,-0.53428883,0.915329612, 
RP11-849H4.4,NA,0.034375881,1, 
RP11-849I19.1,NA,-2.233875788,0.456170636, 
RP11-84A19.2,NA,-1.560376995,0.092031156, 
RP11-84A19.3,NA,-0.069575248,1, 
RP11-84A19.4,NA,0.384013225,0.775149763, 
RP11-84C10.1,NA,0,1, 
RP11-84C10.2,NA,1.231903383,0.665598599, 
RP11-84C10.4,NA,-0.300154776,0.720400246, 
RP11-84C13.1,NA,-0.985017338,0.855599913, 
RP11-84D1.1,NA,-0.063011275,1, 
RP11-84G21.1,NA,-2.598770897,0.313317282, 
RP11-84O12.4,NA,0,1, 
RP11-854K16.3,NA,-0.530985097,0.745001051, 
RP11-855A2.5,NA,0,1, 
RP11-855O10.2,NA,-0.97173406,0.637245451, 
RP11-856M7.1,NA,-0.48705976,0.898144256, 
RP11-856M7.4,NA,-0.323617885,0.778063255, 
RP11-856M7.6,NA,-0.16863031,0.818945273, 
RP11-857B24.1,NA,0,1, 
RP11-85B7.2,NA,0.048166028,1, 
RP11-85F14.5,NA,0.366173489,0.959201878, 
RP11-85G18.6,NA,-0.576578008,0.652198811, 
RP11-85G21.3,NA,-1.90958679,0.304146642, 
RP11-85K15.2,NA,-0.476780757,0.91396776, 
RP11-861A13.4,NA,-0.053168783,1, 
RP11-862G15.1,NA,0,1, 
RP11-862G15.2,NA,0,1, 
RP11-863K10.2,NA,0,1, 
RP11-863K10.7,NA,0.091287895,1, 
RP11-863P13.2,NA,-0.28709791,0.730831541, 
RP11-863P13.4,NA,-1.588195081,0.511088303, 
RP11-863P13.5,NA,-0.0569009,1, 
RP11-864J10.4,NA,-0.133512643,0.863341744, 
RP11-866E20.1,NA,0,1, 
RP11-866E20.3,NA,0.428790306,0.769921546, 
RP11-867G2.6,NA,-0.053302254,0.997139463, 
RP11-867G23.10,NA,-0.526973093,0.879162431, 
RP11-867G23.12,NA,-0.220988337,0.768185457, 
RP11-867G23.13,NA,-1.2647013,0.336824911, 
RP11-867G23.3,NA,0.173255562,0.880075147, 
RP11-867G23.4,NA,-0.465630051,0.666263212, 
RP11-867G23.8,NA,0.176954812,0.845523361, 
RP11-867O8.5,NA,-0.168617952,0.998307453, 
RP11-86A5.1,NA,0.315758601,0.787802729, 
RP11-86H7.7,NA,-0.477033114,0.880075147, 
RP11-86L19.2,NA,-0.62917509,0.706105278, 
RP11-872D17.4,NA,-0.386399532,0.90948299, 
RP11-872D17.8,NA,0.070733491,1, 
RP11-874J12.4,NA,0.467972804,0.900394528, 
RP11-875H7.1,NA,0,1, 
RP11-875O11.1,NA,0.576695176,0.576600478, 
RP11-875O11.2,NA,-1.669331876,0.526591974, 
RP11-875O11.3,NA,0.191383687,0.835883991, 
RP11-876N24.2,NA,-0.046089286,1, 
RP11-876N24.4,NA,0.383736741,0.787139385, 
RP11-879F14.1,NA,-0.702623142,0.805791203, 
RP11-879F14.2,NA,0.990602527,0.734388689, 
RP11-879F14.3,NA,1.024119848,0.640376628, 
RP11-87C12.5,NA,-0.074130807,1, 
RP11-87G24.3,NA,-0.220988337,0.957099368, 
RP11-87H9.2,NA,0.730710024,0.697809945, 
RP11-87H9.3,NA,0.261826429,0.801629366, 
RP11-87N24.2,NA,0,1, 
RP11-87N24.3,NA,-0.749903413,0.726966512, 
RP11-881M11.1,NA,0.045143061,1, 
RP11-881M11.2,NA,0.298587533,0.982528881, 
RP11-881M11.8,NA,-0.074130807,0.957099368, 
RP11-883A18.3,NA,-0.396344608,0.679936094, 
RP11-883G10.1,NA,0,1, 
RP11-883G14.1,NA,-0.656951218,0.80089142, 
RP11-883G14.3,NA,-0.133512643,0.863341744, 
RP11-883G14.4,NA,0.310714131,0.90544597, 
RP11-885N19.6,NA,0.482737594,0.859484474, 
RP11-887P2.3,NA,0,1, 
RP11-887P2.5,NA,-0.074130807,0.957099368, 
RP11-887P2.6,NA,0,1, 
RP11-888D10.3,NA,0.780908804,0.805856235, 
RP11-889D3.1,NA,-0.064400784,0.978300646, 
RP11-889D3.2,NA,0,1, 
RP11-88H9.2,NA,-1.871525818,0.605254264, 
RP11-88I18.2,NA,-0.391130433,0.870397139, 
RP11-88I21.2,NA,-0.434288239,0.695351607, 
RP11-890B15.2,NA,0,1, 
RP11-893F2.13,NA,0,1, 
RP11-893F2.5,NA,-0.038492406,1, 
RP11-893F2.9,NA,-0.1949875,0.966772973, 
RP11-894J14.5,NA,0.050408465,1, 
RP11-894P9.1,NA,-0.038492406,1, 
RP11-897M7.1,NA,0,1, 
RP11-899L11.3,NA,-0.220988337,0.768185457, 
RP11-89C3.4,NA,0.422573231,0.704466971, 
RP11-89F3.2,NA,-0.255178249,0.748895651, 
RP11-89K10.1,NA,0.022158768,1, 
RP11-89K11.1,NA,0.305211833,0.819834621, 
RP11-89K21.1,NA,-1.774024073,0.372841544, 
RP11-89M16.1,NA,-0.673840719,0.856201141, 
RP11-89N17.1,NA,-0.713825313,0.643018949, 
RP11-89N17.2,NA,-0.300154776,0.950289908, 
RP11-89N17.4,NA,-0.082747728,0.959913771, 
RP11-8L2.1,NA,-0.126170541,0.874829763, 
RP11-8L8.2,NA,-1.469552864,0.479198381, 
RP11-8P11.3,NA,0,1, 
RP11-902B17.1,NA,0.445446646,0.871450467, 
RP11-903H12.3,NA,-0.654491375,0.648045884, 
RP11-905K4.1,NA,-0.119965315,1, 
RP11-907D1.1,NA,0,1, 
RP11-907D1.2,NA,0.458644098,0.768185457, 
RP11-909M7.3,NA,0.176954812,1, 
RP11-909N17.2,NA,-0.821386871,0.669747358, 
RP11-909N17.3,NA,-0.974911114,0.631828258, 
RP11-90C4.1,NA,0.169450981,1, 
RP11-90D4.3,NA,-0.36811222,0.688190095, 
RP11-90E5.1,NA,0,1, 
RP11-90H3.2,NA,0.070733491,0.968270412, 
RP11-90K6.1,NA,0.070733491,1, 
RP11-91I20.1,NA,-0.119965315,0.916955115, 
RP11-91I20.2,NA,0.146374183,1, 
RP11-91I20.3,NA,0,1, 
RP11-91I8.3,NA,0,1, 
RP11-91J3.1,NA,-0.471428633,0.423549396, 
RP11-91J3.2,NA,0.308091285,0.605602219, 
RP11-91K9.1,NA,-0.186612457,0.934374216, 
RP11-91P17.1,NA,0,1, 
RP11-91P24.5,NA,0.039799649,1, 
RP11-91P24.6,NA,-0.133512643,0.863341744, 
RP11-923I11.4,NA,0.539799649,0.772722951, 
RP11-923I11.5,NA,-0.565331271,0.660826226, 
RP11-923I11.6,NA,-0.474675427,0.937596674, 
RP11-927P21.5,NA,-0.906467504,0.339048335, 
RP11-92A5.2,NA,-0.459503874,0.825066223, 
RP11-92C4.3,NA,0,1, 
RP11-92G12.3,NA,0,1, 
RP11-930O11.1,NA,0.74960414,0.774143129, 
RP11-930O11.2,NA,0.429198073,0.926427311, 
RP11-93B14.5,NA,0,1, 
RP11-93B14.6,NA,-3.624755275,0.00254332, 
RP11-93H10.1,NA,0.180616506,0.842482412, 
RP11-93H12.4,NA,0,1, 
RP11-93I21.3,NA,-0.061251168,0.985057849, 
RP11-93O17.1,NA,-0.833600684,0.657869305, 
RP11-941H19.3,NA,0,1, 
